id,code,code_2,bar_code,description,notes,model,provider,provider_code,provider_order,provider_order_code,list,cost,price,discounted_price,vat,um,category,webgallery,measures,lenght,wide,height,volume,unit_weight,unit_net_weight,package_weight,size,diameter,capacity,availability_notes,expire_date,updated_date,art_area_code,art_area,art_category_code,art_category,art_subcategory_code,art_subcategory,style,features,images,lol,test,ciaone
9994,22453334,88,99943,"sedia seduta tessuto giallo base metallo nero 50x52x81h",POLVEND3,GLAM,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,106.14.00,46,106.14.00,106.14.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:03.203,1,SOGGIORNI,46,"Tavoli Allungabili",,,BASIC,,Array,ciao,resr,okee
10012,22220882,88,100120,"sgabello seduta tessuto verde base metallo nero 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,172.13.00,72,172.13.00,172.13.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:03.407,1,SOGGIORNI,42,Sedie,,,FUSION,,Array,ciao,resr,okee
10013,22220899,88,100137,"sgabello seduta tessuto grigio chiar.base metallo nero 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,172.13.00,72,172.13.00,172.13.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:03.407,1,SOGGIORNI,42,Sedie,,,FUSION,,Array,ciao,resr,okee
10014,22220943,88,100144,"sedia seduta in tessuto marrone base metallo marrone 43x63x93h",POLVEND3,ITALIC,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,143.44.00,68,143.44.00,143.44.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:03.423,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10015,22221001,88,100151,"sedia base in tessuto blu base in metallo nero 45x52x47h",POLVEND3,PAMEL,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,89.34.00,45,89.34.00,89.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:03.437,1,SOGGIORNI,31,Tavolini,,,BASIC,,Array,ciao,resr,okee
10016,22221032,88,100168,"sedia seduta in ecopelle tortora base metallo nero 48x57x85h",POLVEND3,ROLLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,135.25.00,61,135.25.00,135.25.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:03.437,1,SOGGIORNI,42,Sedie,,,FUSION,,Array,ciao,resr,okee
10018,22439871,88,100182,"sedia seduta tessuto grigio scuro base metallo nero 45x54x88h",POLVEND3,KOLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,81.15.00,36,81.15.00,81.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:03.47,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10037,22220653,88,100373,"tavolo allungabile top marmo bianco gambe bianco 160/240x90x76h",POLVEND3,ELIS,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,1188.52.00,560,1188.52.00,1188.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.297,1,SOGGIORNI,46,"Tavoli Allungabili",,,BASIC,,Array,ciao,resr,okee
10038,22220776,88,100380,"tavolo allungabile top in marmo bianco e struttura bianco 120/180x90x76h",POLVEND3,HALL,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,1311.48.00,580,1311.48.00,1311.48.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.297,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10039,22220783,88,100397,"tavolo allungabile top in marmo grigio e stuttura antracite 120/180x90x76h",POLVEND3,HALL,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,1311.48.00,580,1311.48.00,1311.48.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.313,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10040,22220844,88,100403,"sedia seduta tessuto grigio chiaro base metallo nero 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,143.44.00,64,143.44.00,143.44.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.33,1,SOGGIORNI,47,Sgabelli,,,FUSION,,Array,ciao,resr,okee
10041,22220851,88,100410,"sedia seduta tessuto fumo base metallo nero 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,143.44.00,64,143.44.00,143.44.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.33,1,SOGGIORNI,42,Sedie,,,FUSION,,Array,ciao,resr,okee
10042,22220905,88,100427,"sgabello seduta tessuto fumo base metallo nero 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,172.13.00,72,172.13.00,172.13.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.343,1,SOGGIORNI,31,Tavolini,,,FUSION,,Array,ciao,resr,okee
10043,22221063,88,100434,"sedia seduta in ecopelle antracite base metallo nero 48x57x85h",POLVEND3,ROLLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,135.25.00,61,135.25.00,135.25.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.36,1,SOGGIORNI,31,Tavolini,,,FUSION,,Array,ciao,resr,okee
10052,22439888,88,100526,"sedia seduta tessuto giallo base metallo nero 45x54x88h",POLVEND3,KOLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,81.15.00,36,81.15.00,81.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.453,1,SOGGIORNI,41,"Tavoli Fissi",,,BASIC,,Array,ciao,resr,okee
10053,22439901,88,100533,"sedia seduta ecopelle verde base metallo nero 45x53x88h",POLVEND3,ARCADIA,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,86.07.00,40,86.07.00,86.07.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.453,1,SOGGIORNI,41,"Tavoli Fissi",,,BASIC,,Array,ciao,resr,okee
10075,22220660,88,100755,"tavolo allungabile top marmo grigio gambe antracite 160/240x90x76h",POLVEND3,ELIS,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,1188.52.00,560,1188.52.00,1188.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.687,1,SOGGIORNI,46,"Tavoli Allungabili",,,BASIC,,Array,ciao,resr,okee
10077,22220721,88,100779,"tavolo allungabile top in marmo grigio e struttura antracite 120/180x80x7h",POLVEND3,FENIX,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,975.41.00,476,975.41.00,975.41.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.72,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10078,22220868,88,100786,"sgabello seduta tessuto giallo base metallo nero 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,172.13.00,72,172.13.00,172.13.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.72,1,SOGGIORNI,42,Sedie,,,FUSION,,Array,ciao,resr,okee
10079,22220912,88,100793,"sedia seduta in tessuto grigio chiaro base metallo nero 43x63x93h",POLVEND3,ITALIC,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,143.44.00,68,143.44.00,143.44.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.737,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10080,22220950,88,100809,"sedia ecopelle grigio vintage 50x60x88h",POLVEND3,LEON,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,164.33.00,76,164.33.00,164.33.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.75,1,SOGGIORNI,42,Sedie,,,FUSION,,Array,ciao,resr,okee
10081,22221025,88,100816,"sedia base in tessuto antracite base in metallo nero 45x52x47h",POLVEND3,PAMEL,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,89.34.00,45,89.34.00,89.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.75,2,"DIVANI E POLTRONE",11,Poltrone,,,BASIC,,Array,ciao,resr,okee
10082,22221049,88,100823,"sedia seduta in ecopelle cafe base metallo cafe 48x57x85h",POLVEND3,ROLLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,135.25.00,61,135.25.00,135.25.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:05.767,1,SOGGIORNI,31,Tavolini,,,FUSION,,Array,ciao,resr,okee
10083,22221087,88,100830,"poltrona in ecopelle marrone struttura metallo nero 65x68x78h",POLVEND3,MERIDIAN,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,348.36.00,150,348.36.00,348.36.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:07.397,1,SOGGIORNI,31,Tavolini,,,RAW,,Array,ciao,resr,okee
10107,22220752,88,101073,"tavolo allungabile top in marmo grigio e struttura  ttura .antracite 160/240x80x7h",POLVEND3,FENIX,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,1270.49.00,620,1270.49.00,1270.49.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:07.677,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10108,22220875,88,101080,"sgabello seduta tessuto marrone base metallo marrone 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,172.13.00,72,172.13.00,172.13.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:07.693,2,"DIVANI E POLTRONE",11,Poltrone,,,FUSION,,Array,ciao,resr,okee
10109,22221018,88,101097,"sedia base in tessuto grigio chiaro base in metallo nero 45x52x47h",POLVEND3,PAMEL,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,89.34.00,45,89.34.00,89.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:07.707,1,SOGGIORNI,31,Tavolini,,,BASIC,,Array,ciao,resr,okee
10110,22221094,88,101103,"poltrona in ecopelle verde struttura  ttura ura metallo nero 65x68x78h",POLVEND3,MERIDIAN,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,348.36.00,150,348.36.00,348.36.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:07.707,1,SOGGIORNI,31,Tavolini,,,RAW,,Array,ciao,resr,okee
10114,22453327,88,101141,"sedia seduta tessuto blu base metallo nero 50x52x81h",POLVEND3,GLAM,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,106.14.00,46,106.14.00,106.14.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:07.757,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10115,22453341,88,101158,"sedia seduta tessuto grigio  scuro base metallo nero 50x52x81h",POLVEND3,GLAM,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,106.14.00,46,106.14.00,106.14.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:07.757,1,SOGGIORNI,41,"Tavoli Fissi",,,BASIC,,Array,ciao,resr,okee
10136,22220769,88,101363,"tavolo allungabile top in vetro antracite e struttura  ttura .antrac.160/240x80x7h",POLVEND3,FENIX,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,844.26.00,430,844.26.00,844.26.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.6,1,SOGGIORNI,31,Tavolini,,,BASIC,,Array,ciao,resr,okee
10137,22220981,88,101370,"sedia base in tessuto giallo base in metallo nero 45x52x47h",POLVEND3,PAMEL,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,89.34.00,45,89.34.00,89.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.6,1,SOGGIORNI,41,"Tavoli Fissi",,,BASIC,,Array,ciao,resr,okee
10157,22220714,88,101578,"tavolo allungabile top in marmo bianco e struttura bianca 120/180x80x7h",POLVEND3,FENIX,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,975.41.00,476,975.41.00,975.41.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.82,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10158,22220929,88,101585,"sedia seduta in tessuto fumo base metallo nero 43x63x93h",POLVEND3,ITALIC,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,143.44.00,68,143.44.00,143.44.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.837,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10159,22220936,88,101592,"sedia seduta in tessuto verde base metallo nero 43x63x93h",POLVEND3,ITALIC,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,143.44.00,68,143.44.00,143.44.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.837,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10160,22220967,88,101608,"sedia ecopelle marrone vintage 50x60x88h",POLVEND3,LEON,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,164.33.00,76,164.33.00,164.33.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.85,1,SOGGIORNI,42,Sedie,,,FUSION,,Array,ciao,resr,okee
10161,22220998,88,101615,"sedia base in tessuto marrone base in metallo marrone 45x52x47h",POLVEND3,PAMEL,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,89.34.00,45,89.34.00,89.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.85,2,"DIVANI E POLTRONE",11,Poltrone,,,BASIC,,Array,ciao,resr,okee
10162,22221056,88,101622,"sedia seduta in ecopelle oliva base metallo nero 48x57x85h",POLVEND3,ROLLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,135.25.00,61,135.25.00,135.25.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.867,1,SOGGIORNI,31,Tavolini,,,FUSION,,Array,ciao,resr,okee
10163,22221070,88,101639,"poltrona in ecopelle antracite struttura  ttura ura metallo nero 65x68x78h",POLVEND3,MERIDIAN,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,348.36.00,150,348.36.00,348.36.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.883,1,SOGGIORNI,31,Tavolini,,,RAW,,Array,ciao,resr,okee
10168,22439864,88,101684,"sedia seduta tessuto grigio chiaro base metallo nero 45x54x88h",POLVEND3,KOLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,81.15.00,36,81.15.00,81.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:09.93,1,SOGGIORNI,42,Sedie,,,BASIC,,Array,ciao,resr,okee
10186,22220820,88,101868,"sedia seduta tessuto marrone base metallo marrone 49x59x83h",POLVEND3,FREDDY,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,143.44.00,64,143.44.00,143.44.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:11.773,1,SOGGIORNI,31,Tavolini,,,FUSION,,Array,ciao,resr,okee
10187,22220974,88,101875,"sedia ecopelle tortora vintage 50x60x88h",POLVEND3,LEON,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,164.33.00,76,164.33.00,164.33.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:11.79,1,SOGGIORNI,31,Tavolini,,,FUSION,,Array,ciao,resr,okee
10191,22439857,88,101912,"sedia seduta tessuto blu base metallo nero 45x54x88h",POLVEND3,KOLER,"CICIRIELLO SRL",CICI01,"CICIRIELLO SRL",CICI01,81.15.00,36,81.15.00,81.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:17:11.837,1,SOGGIORNI,41,"Tavoli Fissi",,,BASIC,,Array,ciao,resr,okee
10226,22438140,88,102261,"web divano 3p pen dx 220x168x79h tes polaris 08 arancio",POLVEND3,BRENT,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1004.1,477,1004.1,1004.1,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.13,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10227,22438164,88,102278,"web divano 3p pen dx 220x168x79h tes polaris 11 verde",POLVEND3,BRENT,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1004.1,477,1004.1,1004.1,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.147,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10228,22438225,88,102285,"web divano 3p pen sx 220x168x79h tes polaris 19 grigio scuro",POLVEND3,BRENT,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1004.1,477,1004.1,1004.1,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.16,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10229,22438324,88,102292,"web divano 2p 200x92x79h tes polaris 05 tortora",POLVEND3,BRENT,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,803.28.00,386,803.28.00,803.28.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.177,2,"DIVANI E POLTRONE",12,Divani,,,,,Array,ciao,resr,okee
10230,22438423,88,102308,"web divano 3p 220x92x79h tes vougue 13 petrolio",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,688.52.00,326,688.52.00,688.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.177,2,"DIVANI E POLTRONE",12,Divani,,,,,Array,ciao,resr,okee
10231,22438454,88,102315,"web divano 3p 220x92x79h tes vougue 17 nero",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,688.52.00,326,688.52.00,688.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.193,2,"DIVANI E POLTRONE",12,Divani,,,,,Array,ciao,resr,okee
10232,22438577,88,102322,"web divano 3p pen dx 340x168x79h tes vougue 11 verde",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1131.15.00,546,1131.15.00,1131.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.207,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10233,22438737,88,102339,"web divano 3p maxi 300x92x79h tes vougue 13 petrolio",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,934.43.00,448,934.43.00,934.43.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.207,2,"DIVANI E POLTRONE",12,Divani,,,,,Array,ciao,resr,okee
10234,22438959,88,102346,"web divano 3p pen dx 300x168x79h tes vougue 06 marrone",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1082.37.00,525,1082.37.00,1082.37.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.223,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10235,22438997,88,102353,"web divano 3p pen dx 300x168x79h tes vougue 14 grigio chiaro",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1082.37.00,525,1082.37.00,1082.37.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.24,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10236,22439147,88,102360,"web divano 3p pen sx 240x168x79h tes vougue 13 petrolio",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,852.46.00,414,852.46.00,852.46.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.24,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10237,22439208,88,102377,"web divano 3p pen sx 340x168x79h tes vougue 09 ocra",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1131.15.00,546,1131.15.00,1131.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.253,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10238,22439215,88,102384,"web divano 3p pen sx 340x168x79h tes vougue 11 verde",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1131.15.00,546,1131.15.00,1131.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.27,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10239,22439222,88,102391,"web divano 3p pen sx 340x168x79h tes vougue 13 petrolio",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1131.15.00,546,1131.15.00,1131.15.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.27,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10240,22439277,88,102407,"web divano 3p pen sx 300x168x79h tes vougue 06 marrone",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1082.37.00,525,1082.37.00,1082.37.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.287,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10241,22439321,88,102414,"web divano 3p pen sx 300x168x79h tes vougue 16 grigio scuro",POLVEND3,ONE,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,1082.37.00,525,1082.37.00,1082.37.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.303,2,"DIVANI E POLTRONE",13,"Divani modulari",,,,,Array,ciao,resr,okee
10242,22443571,88,102421,"web poltrona letto (mat.70) 130x95h85 13 rosso",POLVEND3,IVO,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,811.48.00,390,811.48.00,811.48.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.303,2,"DIVANI E POLTRONE",11,Poltrone,,,,,Array,ciao,resr,okee
10243,22443649,88,102438,"web divano let 1p1/2 (mat.120) 180x95h85 11 giallo",POLVEND3,IVO,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,877.05.00,420,877.05.00,877.05.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.317,2,"DIVANI E POLTRONE",14,"Divani letto",,,,,Array,ciao,resr,okee
10244,22443656,88,102445,"web divano let 1p1/2 (mat.120) 180x95h85 13 rosso",POLVEND3,IVO,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,877.05.00,420,877.05.00,877.05.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.333,2,"DIVANI E POLTRONE",14,"Divani letto",,,,,Array,ciao,resr,okee
10245,22443724,88,102452,"web divano letto 2p (mat.140) 200x95h85 11 giallo",POLVEND3,IVO,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,902.04.00,430,902.04.00,902.04.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.333,2,"DIVANI E POLTRONE",14,"Divani letto",,,,,Array,ciao,resr,okee
10246,22443830,88,102469,"web divano letto 3p (mat.160) 220x95h85 25 bianco",POLVEND3,IVO,"DALE' F.LLI SRL",DALE01,"DALE' F.LLI SRL",DALE01,902.04.00,440,902.04.00,902.04.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T12:00:40.35,2,"DIVANI E POLTRONE",14,"Divani letto",,,,,Array,ciao,resr,okee
