id,code,code_2,bar_code,description,notes,model,provider,provider_code,provider_order,provider_order_code,list,cost,price,discounted_price,vat,um,category,webgallery,measures,lenght,wide,height,volume,unit_weight,unit_net_weight,package_weight,size,diameter,capacity,availability_notes,expire_date,updated_date,art_area_code,art_area,art_category_code,art_category,art_subcategory_code,art_subcategory,style,features,images,lol,test,ciaone
4986,20907471,0,8051836126978,"tavolo cm.200x90",POLVEND1,WOODEN,"ANDREA BIZZOTTO SPA",BIZZ04,"ANDREA BIZZOTTO SPA",BIZZ04,573.35.00,288.8,573.35.00,573.35.00,22,,Stock,1,,0,0,0,0,0,0,0,,0,0,,3000-12-30T00:00:00,2023-04-17T16:36:46.823,1,SOGGIORNI,41,"Tavoli Fissi",,,FUSION,,Array,ciao,resr,okee
9642,22457998,88,96423,"cucina web codice da non usare",POLVEND3,CELINE,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:21.02,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9646,22484840,88,96461,"02 cucina web codice da non usare",POLVEND3,CELINE_02,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:21.037,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9647,22484857,88,96478,"03 cucina web codice da non usare",POLVEND3,CELINE_03,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:21.053,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9648,22484864,88,96485,"04 cucina web codice da non usare",POLVEND3,CELINE_04,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:21.053,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9649,22484871,88,96492,"05 cucina web codice da non usare",POLVEND3,CELINE_05,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:21.07,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9657,22458018,88,96577,"cucina web codice da non usare",POLVEND3,CLAIRE,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:22.74,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9669,22484895,88,96690,"02 cucina web codice da non usare",POLVEND3,CLAIRE_02,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:22.927,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9670,22484901,88,96706,"03  cucina web codice da non usare",POLVEND3,CLAIRE_03,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:22.927,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9671,22484918,88,96713,"04 cucina web codice da non usare",POLVEND3,CLAIRE_04,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:22.943,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9672,22484925,88,96720,"05 cucina web codice da non usare",POLVEND3,CLAIRE_05,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:22.943,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9673,22484932,88,96737,"06 cucina web codice da non usare",POLVEND3,CLAIRE_06,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:22.943,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9694,22458001,88,96942,"cucina web codice da non usare",POLVEND3,GRACE,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:23.07,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9700,22484888,88,97000,"02 cucina web codice da non usare",POLVEND3,GRACE_02,"AXIS CUCINE SRL",AXIS01,"AXIS CUCINE SRL",AXIS01,245.9,100,245.9,245.9,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T10:08:23.1,4,CUCINE,17,"Composizioni fisse",,,BASIC,,Array,ciao,resr,okee
9718,22194510,88,97185,"web divano letto angolare c/penisola dx+contenitore l244x166 h88 marrone",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.337,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9719,22194572,88,97192,"web divano letto angolare c/penisola sx+contenitore l244x166 h88 grigio chiaro",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.353,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9720,22194602,88,97208,"web divano letto angolare c/penisola sx+contenitore l244x166 h88 giallo",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.353,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9721,22194619,88,97215,"web divano letto angolare c/penisola sx+contenitore l244x166 h88 rosso",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.37,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9722,22442772,88,97222,"x web divanoc/penisola  dx/letto  e contenitore 226x169xh74/92 marron",POLVEND3,SAND,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1057.38.00,551.43.00,1057.38.00,1057.38.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.383,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9723,22442796,88,97239,"x web divanoc/penisola  sx/letto  e contenitore 226x169xh74/92 grigio",POLVEND3,SAND,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1057.38.00,551.43.00,1057.38.00,1057.38.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.4,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9724,22442802,88,97246,"x web divanoc/penisola  sx/letto  e contenitore 226x169xh74/93 bianco",POLVEND3,SAND,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1057.38.00,551.43.00,1057.38.00,1057.38.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.4,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9725,22442949,88,97253,"x web divano angolare sxc/letto  e contenitore 242x207xh74/92 grigio",POLVEND3,SAND,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1270.49.00,644.49.00,1270.49.00,1270.49.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.417,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9726,22492661,88,97260,"x web d angolare sx c/letto e c/term 249x207xh72/88 light grey",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,629.05.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.417,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9727,22492685,88,97277,"x web d angolare sx c/letto e c/term 249x207xh72/88 dark brown",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,629.05.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.43,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9728,22492876,88,97284,"x web d angolare dx c/letto contenitore ter 256x208x74/93 anthracite",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,673.2,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.447,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9729,22493002,88,97291,"x web divano c/penisola dx/letto e contenitore 254x167x74/93 azure",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.447,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9730,22493033,88,97307,"x web divano c/penisola dx/letto e contenitore 254x167x74/93 anthracite",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.463,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9731,22493057,88,97314,"x web divano c/penisola dx/letto e contenitore 254x167x74/93 light grey",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.477,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9732,22493149,88,97321,"x web divano c/penisola sx/letto e contenitore 254x167x74/93 mustard",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.477,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9733,22493156,88,97338,"x web divano c/penisola sx/letto e contenitore 254x167x74/93 olive",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.493,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9734,22493163,88,97345,"x web divano angolare dx 285x171xh75/90 savannah",POLVEND3,SILVER,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1270.07.00,650.43.00,1270.07.00,1270.07.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.493,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9735,22493194,88,97352,"x web divano angolare dx 285x171xh75/90 light brown",POLVEND3,SILVER,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1270.07.00,650.43.00,1270.07.00,1270.07.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.51,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9736,22493828,88,97369,"x web divano angolare dx c/letto 262x228xh73/90 black",POLVEND3,SONNY,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,639.54.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.51,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9737,22493996,88,97376,"x web divano c/penisola dx/letto e contenitore 268x169h92 argent",POLVEND3,TAXI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1139.34.00,584.1,1139.34.00,1139.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.527,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9738,22494061,88,97383,"x web divano angolare dx 263x170x91h c/reclain eletto light grey",POLVEND3,TOPIC,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1467.21.00,771.21.00,1467.21.00,1467.21.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.527,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9739,22494078,88,97390,"x web divano angolare dx 263x170x91h c/reclain eletto mustard",POLVEND3,TOPIC,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1467.21.00,771.21.00,1467.21.00,1467.21.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.54,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9740,22494092,88,97406,"x web divano angolare dx 263x170x91h c/reclain eletto liver",POLVEND3,TOPIC,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1467.21.00,771.21.00,1467.21.00,1467.21.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.54,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9753,22194541,88,97536,"web divano letto angolare c/penisola dx+contenitore l244x166 h88 rosso",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.633,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9754,22194596,88,97543,"web divano letto angolare c/penisola sx+contenitore l244x166 h88 tortora",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.633,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9755,22492623,88,97550,"x web d angolare dx c/letto e c/term 249x207xh72/88 dark brown",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,629.05.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.633,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9756,22492708,88,97567,"x web d angolare sx c/letto e c/term 249x207xh72/88 dark grey",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,629.05.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.65,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9757,22492807,88,97574,"x web d c/penisola sx/letto e contenitore 244x166xh72/88 dark brown",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1139.34.00,584.1,1139.34.00,1139.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.65,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9758,22492890,88,97581,"x web d angolare dx c/letto contenitore ter 256x208x74/93 light grey",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,673.2,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:10.667,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9759,22492951,88,97598,"x web d angolare sx c/letto contenitore ter 256x208x74/93 anthracite",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,673.2,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.29,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9760,22492982,88,97604,"x web d angolare sx c/letto e contenitore term 256x208x74/93 mustard",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,673.2,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.307,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9761,22493880,88,97611,"x web divano angolare sx c/letto 262x228xh73/90 azure",POLVEND3,SONNY,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,639.54.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.323,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9762,22493903,88,97628,"x web divano angolare sx c/letto 262x228xh73/90 black",POLVEND3,SONNY,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,639.54.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.323,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9782,22194503,88,97826,"web divano letto angolare c/penisola dx+contenitore l244x166 h88 grigio chiaro",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.527,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9783,22194589,88,97833,"web divano letto angolare c/penisola sx+contenitore l244x166 h88 marrone",POLVEND3,TOM,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1138.52.00,578.16.00,1138.52.00,1138.52.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.54,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9784,22442703,88,97840,"divano c/cha.long.dx c/s.eletto l303x185xh70 e63 black",POLVEND3,MUMBAI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1385.25.00,695.38.00,1385.25.00,1385.25.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.54,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9785,22442901,88,97857,"x web divano angolare. sxc/letto  e contenitore 242x207xh74/92  marron",POLVEND3,SAND,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1270.49.00,644.49.00,1270.49.00,1270.49.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.557,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9786,22492616,88,97864,"x web d angolare dx c/letto e c/term 249x207xh72/88 mustard",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,629.05.00,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.557,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9787,22492777,88,97871,"x web d c/penisola dx/letto e contenitore 244x166xh72/88 coral",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1139.34.00,584.1,1139.34.00,1139.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.573,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9788,22492791,88,97888,"x web d c/penisola sx/letto e contenitore 244x166xh72/88 mustard",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1139.34.00,584.1,1139.34.00,1139.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.587,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9789,22492838,88,97895,"x web d c/penisola sx/letto e contenitore 244x166xh72/88 coral",POLVEND3,MALI,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1139.34.00,584.1,1139.34.00,1139.34.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.587,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9790,22492937,88,97901,"x web d angolare sx c/letto e contenitore term 256x208x74/93 beige",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,673.2,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.603,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9791,22492999,88,97918,"x web d angolare sx c/letto e contenitore term 256x208x74/93 olive",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1221.31.00,673.2,1221.31.00,1221.31.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.603,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9792,22493095,88,97925,"x web divano c/penisola sx/letto e contenitore 254x167x74/93 beige",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.62,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9793,22493118,88,97932,"x web divano c/penisola sx/letto e contenitore 254x167x74/93 anthracite",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.62,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9794,22493125,88,97949,"x web divano c/penisola sx/letto e contenitore 254x167x74/93 charcoal",POLVEND3,SHINE,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1187.7,638.55.00,1187.7,1187.7,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.633,2,"DIVANI E POLTRONE",14,"Divani letto",,,BASIC,,Array,ciao,resr,okee
9795,22493217,88,97956,"x web divano angolare dx 285x171xh75/90 silver",POLVEND3,SILVER,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1270.07.00,650.43.00,1270.07.00,1270.07.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.65,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
9796,22493248,88,97963,"x web divano angolare sx 285x171xh75/90 savannah",POLVEND3,SILVER,"COTTA COLLECTION AG",MCAA01,"COTTA COLLECTION AG",MCAA01,1270.07.00,650.43.00,1270.07.00,1270.07.00,22,,Riferimento,1,,0,0,0,0,0,0,0,,0,0,,3000-12-31T00:00:00,2023-04-18T11:11:12.65,2,"DIVANI E POLTRONE",13,"Divani modulari",,,BASIC,,Array,ciao,resr,okee
